frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,_ws.col.protocol
"Apr 27, 2025 15:55:07.101389000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101390000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101391000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101392000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101393000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101394000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101395000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101396000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101396000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101397000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101398000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101399000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101400000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101401000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101685000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.101721000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.101723000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.101726000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.101768000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101769000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101770000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101772000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101773000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101774000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101775000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101776000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101777000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101778000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101778000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.101818000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.101820000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.101822000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.101823000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.101824000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.101826000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.101826000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.101828000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.101854000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.101856000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.101869000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.101882000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.102013000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.102015000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.102035000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.102048000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.102064000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.102065000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.128577000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.148624000 CDT","192.168.4.148","142.251.116.91",,,"QUIC"
"Apr 27, 2025 15:55:07.207492000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.207747000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.211077000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.216332000 CDT",,,,,"XID"
"Apr 27, 2025 15:55:07.219511000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.219513000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.219514000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.219515000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.219516000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.219517000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.219517000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.219518000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.219519000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.219520000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.219521000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.219522000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.219757000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.219785000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.219788000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.219802000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.219833000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.219845000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.219881000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.220798000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.220799000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.220800000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.220801000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.220802000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.220803000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.220804000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.220804000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.220939000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.220954000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.220973000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.221004000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.221837000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.221838000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.221953000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.223194000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.223196000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.223198000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.223199000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.223201000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.223202000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.223333000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.223347000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.223365000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.227143000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.227144000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.227145000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.227146000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.227148000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.227149000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.227151000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.227152000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.227153000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.227153000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.227155000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.227155000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.227297000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.227314000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.227334000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.227377000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.227400000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.227418000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.228795000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.228796000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.228797000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.228799000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.228800000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.228804000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.228805000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.228807000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.228943000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.228969000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.228999000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.231155000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.231155000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.231156000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.231157000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.231157000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.231158000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.231158000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.231159000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.231160000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.231161000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.231161000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.231162000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.231258000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.231319000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.231860000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.231861000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.233063000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.233064000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.233065000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.233066000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.233066000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.233067000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.233068000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.233069000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.233069000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.233070000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.233071000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.233072000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.233303000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.233442000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.235254000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.239689000 CDT","192.168.4.148","142.251.116.91",,,"QUIC"
"Apr 27, 2025 15:55:07.239965000 CDT","192.168.4.148","142.251.116.91",,,"QUIC"
"Apr 27, 2025 15:55:07.240594000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240595000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240596000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240597000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240597000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240598000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240599000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240599000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240600000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240601000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240601000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240602000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240602000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240603000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240603000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240604000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240605000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240605000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240606000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240606000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240607000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240608000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240608000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240609000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240609000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240610000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240610000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240611000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240612000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240613000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240614000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240614000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240615000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240615000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.240616000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.241115000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.241224000 CDT","192.168.4.148","142.251.116.91",,,"QUIC"
"Apr 27, 2025 15:55:07.241269000 CDT","192.168.4.148","142.251.116.91",,,"QUIC"
"Apr 27, 2025 15:55:07.243023000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.243061000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.243062000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.243063000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.243063000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.243064000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.243065000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.243077000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.243078000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.243271000 CDT","192.168.4.148","142.251.116.91",,,"QUIC"
"Apr 27, 2025 15:55:07.243830000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.243831000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.243832000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.243833000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.243833000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.243834000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.244928000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.244929000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.244930000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.244930000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.244931000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.245007000 CDT","192.168.4.148","142.251.116.91",,,"QUIC"
"Apr 27, 2025 15:55:07.247561000 CDT","192.168.4.148","142.251.116.91",,,"QUIC"
"Apr 27, 2025 15:55:07.248911000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.248913000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.248914000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.248914000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.248915000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.248916000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.248917000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.248918000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.248919000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.248919000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.248920000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.248921000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.248922000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.248922000 CDT","142.251.116.91","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.249697000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.251461000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251462000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251463000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251464000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251464000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251465000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251466000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251466000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251467000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251468000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251468000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251469000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251470000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251470000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251471000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251472000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251472000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251473000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251473000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251474000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251475000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251475000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251476000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251477000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251477000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251478000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251479000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251479000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.251622000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.251678000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.251728000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.251836000 CDT","192.168.4.148","142.251.116.91",,,"QUIC"
"Apr 27, 2025 15:55:07.253633000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.256754000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.256755000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.256757000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.258549000 CDT","192.168.4.148","173.194.141.9",,,"QUIC"
"Apr 27, 2025 15:55:07.263272000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.263273000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.263274000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.263275000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.263275000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.263276000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.263277000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
"Apr 27, 2025 15:55:07.263278000 CDT","173.194.141.9","192.168.4.148",,,"QUIC"
